team,champion,team_champion_pick_rows,wins_with_champion,op_pick_rows,patches,example_matches,win_rate_with_champion
Galions,Irelia,1,1,0,26.10,LFL/2026 Season/Spring Playoffs_Finals_1_3,1.0
Galions,Jayce,1,0,0,26.09,Esports World Cup 2026/Online Qualifiers/EMEA_Round 4_3_3,0.0
Galions,Kog'Maw,1,0,0,26.10,LFL/2026 Season/Spring Playoffs_Finals_1_4,0.0
Galions,Lee Sin,1,1,0,26.11,EMEA Masters/2026 Season/Spring Main Event_Finals_1_2,1.0
Galions,Miss Fortune,1,0,0,26.10,LFL/2026 Season/Spring Playoffs_Finals_1_4,0.0
Galions,Nautilus,1,0,0,26.10,LFL/2026 Season/Spring Playoffs_Finals_1_1,0.0
Galions,Nilah,1,1,0,26.10,LFL/2026 Season/Spring Playoffs_Round 4_2_3,1.0
Galions,Rakan,1,1,0,26.11,EMEA Masters/2026 Season/Spring Main Event_Quarterfinals_4_3,1.0
Galions,Sivir,1,0,0,26.09,Esports World Cup 2026/Online Qualifiers/EMEA_Round 4_3_3,0.0
Galions,Smolder,1,1,0,26.10,LFL/2026 Season/Spring Playoffs_Round 4_2_2,1.0
Galions,Vayne,1,0,0,26.09,Esports World Cup 2026/Online Qualifiers/EMEA_Round 4_3_1,0.0
Galions,Vi,1,0,0,26.09,Esports World Cup 2026/Online Qualifiers/EMEA_Round 4_3_1,0.0
Galions,Xayah,1,1,0,26.11,EMEA Masters/2026 Season/Spring Main Event_Quarterfinals_4_3,1.0
Galions,Zaahen,1,1,0,26.10,LFL/2026 Season/Spring Playoffs_Round 2_3_2,1.0
Galions,Ziggs,1,1,0,26.11,EMEA Masters/2026 Season/Spring Main Event_Semifinals_2_3,1.0
Galions Sharks,Ahri,1,0,0,26.09,Nexus League/2026 Season/Spring Split_Week 6_3_1,0.0
Galions Sharks,Annie,1,0,0,26.09,Nexus League/2026 Season/Spring Split_Week 5_6_1,0.0
Galions Sharks,Bard,1,1,0,26.10,Nexus League/2026 Season/Spring Split_Week 7_5_1,1.0
Galions Sharks,Caitlyn,1,1,0,26.10,Nexus League/2026 Season/Spring Split_Week 7_5_1,1.0
Galions Sharks,Jayce,1,1,0,26.10,Nexus League/2026 Season/Spring Split_Week 7_5_1,1.0
Galions Sharks,Jhin,1,1,0,26.09,Nexus League/2026 Season/Spring Split_Week 6_6_1,1.0
Galions Sharks,Kai'Sa,1,1,0,26.09,Nexus League/2026 Season/Spring Split_Week 5_2_1,1.0
Galions Sharks,Karma,1,0,0,26.09,Nexus League/2026 Season/Spring Split_Week 5_6_1,0.0
Galions Sharks,Lucian,1,0,0,26.09,Nexus League/2026 Season/Spring Split_Week 6_3_1,0.0
Galions Sharks,Lux,1,1,0,26.10,Nexus League/2026 Season/Spring Split_Week 7_5_1,1.0
Galions Sharks,Milio,1,0,0,26.09,Nexus League/2026 Season/Spring Split_Week 6_3_1,0.0
Galions Sharks,Nautilus,1,1,0,26.09,Nexus League/2026 Season/Spring Split_Week 5_2_1,1.0
Gamespace Mediterranean College Esports,Aatrox,1,0,0,26.09,Hellenic Legends League/2026 Season/Summer Promotion_Promotion_2_3,0.0
Gamespace Mediterranean College Esports,Alistar,1,0,0,26.09,Hellenic Legends League/2026 Season/Summer Promotion_Promotion_2_3,0.0
Gamespace Mediterranean College Esports,Annie,1,0,0,26.09,Hellenic Legends League/2026 Season/Spring Split_Week 6_3_1,0.0
Gamespace Mediterranean College Esports,Azir,1,0,0,26.09,Hellenic Legends League/2026 Season/Spring Split_Week 6_3_2,0.0
Gamespace Mediterranean College Esports,Bard,1,1,0,26.09,Hellenic Legends League/2026 Season/Summer Promotion_Promotion_2_2,1.0
Gamespace Mediterranean College Esports,Caitlyn,1,1,0,26.09,Hellenic Legends League/2026 Season/Summer Promotion_Promotion_2_2,1.0
Gamespace Mediterranean College Esports,Corki,1,1,0,26.09,Hellenic Legends League/2026 Season/Summer Promotion_Promotion_2_4,1.0
Gamespace Mediterranean College Esports,Dr. Mundo,1,0,0,26.09,Hellenic Legends League/2026 Season/Spring Split_Week 6_6_2,0.0
Gamespace Mediterranean College Esports,Ezreal,1,0,0,26.09,Hellenic Legends League/2026 Season/Spring Split_Week 6_6_1,0.0
Gamespace Mediterranean College Esports,Gnar,1,1,0,26.09,Hellenic Legends League/2026 Season/Summer Promotion_Promotion_2_1,1.0
Gamespace Mediterranean College Esports,Hwei,1,0,0,26.09,Hellenic Legends League/2026 Season/Spring Split_Week 6_6_1,0.0
Gamespace Mediterranean College Esports,Jarvan IV,1,1,0,26.09,Hellenic Legends League/2026 Season/Summer Promotion_Promotion_2_1,1.0
Gamespace Mediterranean College Esports,Jinx,1,0,0,26.09,Hellenic Legends League/2026 Season/Summer Promotion_Promotion_2_3,0.0
Gamespace Mediterranean College Esports,Karma,1,0,0,26.09,Hellenic Legends League/2026 Season/Spring Split_Week 6_6_1,0.0
Gamespace Mediterranean College Esports,Kassadin,1,1,0,26.09,Hellenic Legends League/2026 Season/Summer Promotion_Promotion_2_4,1.0
Gamespace Mediterranean College Esports,Lucian,1,0,0,26.09,Hellenic Legends League/2026 Season/Spring Split_Week 6_6_2,0.0
Gamespace Mediterranean College Esports,Malphite,1,1,0,26.09,Hellenic Legends League/2026 Season/Summer Promotion_Promotion_2_4,1.0
Gamespace Mediterranean College Esports,Mordekaiser,1,0,0,26.09,Hellenic Legends League/2026 Season/Summer Promotion_Promotion_2_3,0.0
Gamespace Mediterranean College Esports,Nami,1,1,0,26.09,Hellenic Legends League/2026 Season/Summer Promotion_Promotion_2_4,1.0
Gamespace Mediterranean College Esports,Nautilus,1,1,0,26.09,Hellenic Legends League/2026 Season/Summer Promotion_Promotion_2_1,1.0
Gamespace Mediterranean College Esports,Neeko,1,0,0,26.09,Hellenic Legends League/2026 Season/Spring Split_Week 6_3_1,0.0
Gamespace Mediterranean College Esports,Orianna,1,1,0,26.09,Hellenic Legends League/2026 Season/Summer Promotion_Promotion_2_1,1.0
Gamespace Mediterranean College Esports,Ornn,1,0,0,26.09,Hellenic Legends League/2026 Season/Spring Split_Week 6_3_2,0.0
Gamespace Mediterranean College Esports,Rakan,1,0,0,26.09,Hellenic Legends League/2026 Season/Spring Split_Week 6_3_2,0.0
Gamespace Mediterranean College Esports,Renekton,1,0,0,26.09,Hellenic Legends League/2026 Season/Spring Split_Week 6_3_1,0.0
Gamespace Mediterranean College Esports,Rumble,1,0,0,26.09,Hellenic Legends League/2026 Season/Spring Split_Week 6_6_2,0.0
Gamespace Mediterranean College Esports,Sylas,1,0,0,26.09,Hellenic Legends League/2026 Season/Summer Promotion_Promotion_2_3,0.0
Gamespace Mediterranean College Esports,Syndra,1,1,0,26.09,Hellenic Legends League/2026 Season/Summer Promotion_Promotion_2_2,1.0
Gamespace Mediterranean College Esports,Varus,1,0,0,26.09,Hellenic Legends League/2026 Season/Spring Split_Week 6_3_1,0.0
Gamespace Mediterranean College Esports,Vi,1,1,0,26.09,Hellenic Legends League/2026 Season/Summer Promotion_Promotion_2_4,1.0
Gamespace Mediterranean College Esports,Wukong,1,0,0,26.09,Hellenic Legends League/2026 Season/Spring Split_Week 6_3_2,0.0
Gamespace Mediterranean College Esports,Yuumi,1,0,0,26.09,Hellenic Legends League/2026 Season/Spring Split_Week 6_6_2,0.0
Gamespace Mediterranean College Esports,Zaahen,1,0,0,26.09,Hellenic Legends League/2026 Season/Spring Split_Week 6_3_1,0.0
Gamespace Mediterranean College Esports,Zed,1,0,0,26.09,Hellenic Legends League/2026 Season/Spring Split_Week 6_6_2,0.0
Gen.G,Bard,1,1,0,26.10,LCK/2026 Season/Rounds 1-2_Week 8_9_1,1.0
Gen.G,Caitlyn,1,1,0,26.10,LCK/2026 Season/Rounds 1-2_Week 8_9_1,1.0
Gen.G,Camille,1,1,0,26.11,LCK/2026 Season/Road to MSI_Round 4_1_1,1.0
Gen.G,Corki,1,0,0,26.09,LCK/2026 Season/Rounds 1-2_Week 7_7_3,0.0
Gen.G,Gangplank,1,1,0,26.11,LCK/2026 Season/Road to MSI_Round 4_1_4,1.0
Gen.G,Jayce,1,0,0,26.11,LCK/2026 Season/Road to MSI_Round 4_1_3,0.0
Gen.G,K'Sante,1,0,0,26.09,LCK/2026 Season/Rounds 1-2_Week 7_7_3,0.0
Gen.G,Kog'Maw,1,1,0,26.09,LCK/2026 Season/Rounds 1-2_Week 6_6_2,1.0
Gen.G,Lissandra,1,1,0,26.11,LCK/2026 Season/Road to MSI_Round 3_2_3,1.0
Gen.G,Lulu,1,1,0,26.09,LCK/2026 Season/Rounds 1-2_Week 6_6_2,1.0
Gen.G,Miss Fortune,1,0,0,26.11,LCK/2026 Season/Road to MSI_Round 4_1_5,0.0
Gen.G,Nidalee,1,0,0,26.11,LCK/2026 Season/Road to MSI_Round 4_1_5,0.0
Gen.G,Nocturne,1,1,0,26.10,LCK/2026 Season/Rounds 1-2_Week 8_6_2,1.0
Gen.G,Poppy,1,0,0,26.11,LCK/2026 Season/Road to MSI_Round 4_1_3,0.0
Gen.G,Rell,1,0,0,26.11,LCK/2026 Season/Road to MSI_Round 4_1_5,0.0
Gen.G,Senna,1,1,0,26.11,LCK/2026 Season/Road to MSI_Round 3_2_2,1.0
Gen.G,Shen,1,1,0,26.09,LCK/2026 Season/Rounds 1-2_Week 6_6_2,1.0
Gen.G,Sivir,1,1,0,26.10,LCK/2026 Season/Rounds 1-2_Week 9_1_3,1.0
Gen.G,Taliyah,1,0,0,26.09,LCK/2026 Season/Rounds 1-2_Week 7_7_3,0.0
Gen.G,Twisted Fate,1,0,0,26.11,LCK/2026 Season/Road to MSI_Round 4_1_5,0.0
Gen.G,Zaahen,1,0,0,26.11,LCK/2026 Season/Road to MSI_Round 4_1_3,0.0
Gen.G,Ziggs,1,1,0,26.10,LCK/2026 Season/Rounds 1-2_Week 9_6_2,1.0
Gen.G Global Academy,Ambessa,1,0,0,26.10,LCK CL/2026 Season/Rounds 1-2_Week 9_10_2,0.0
Gen.G Global Academy,Anivia,1,0,0,26.10,LCK CL/2026 Season/Rounds 1-2_Week 9_10_1,0.0
Gen.G Global Academy,Aphelios,1,0,0,26.10,LCK CL/2026 Season/Rounds 1-2_Week 9_4_2,0.0
Gen.G Global Academy,Ashe,1,0,0,26.09,LCK CL/2026 Season/Rounds 1-2_Week 6_5_2,0.0
Gen.G Global Academy,Camille,1,0,0,26.10,LCK CL/2026 Season/Rounds 1-2_Week 9_10_2,0.0
Gen.G Global Academy,Cassiopeia,1,0,0,26.09,LCK CL/2026 Season/Rounds 1-2_Week 7_9_1,0.0
Gen.G Global Academy,Corki,1,0,0,26.10,LCK CL/2026 Season/Rounds 1-2_Week 8_8_2,0.0
Gen.G Global Academy,Jarvan IV,1,0,0,26.09,LCK CL/2026 Season/Rounds 1-2_Week 7_2_2,0.0
Gen.G Global Academy,Karma,1,0,0,26.09,LCK CL/2026 Season/Rounds 1-2_Week 6_6_3,0.0
Gen.G Global Academy,LeBlanc,1,0,0,26.09,LCK CL/2026 Season/Rounds 1-2_Week 7_2_2,0.0
Gen.G Global Academy,Maokai,1,0,0,26.10,LCK CL/2026 Season/Rounds 1-2_Week 9_10_1,0.0
Gen.G Global Academy,Miss Fortune,1,0,0,26.09,LCK CL/2026 Season/Rounds 1-2_Week 7_9_2,0.0
Gen.G Global Academy,Neeko,1,0,0,26.10,LCK CL/2026 Season/Rounds 1-2_Week 8_8_1,0.0
Gen.G Global Academy,Orianna,1,0,0,26.10,LCK CL/2026 Season/Rounds 1-2_Week 8_8_2,0.0
Gen.G Global Academy,Rumble,1,0,0,26.10,LCK CL/2026 Season/Rounds 1-2_Week 9_4_2,0.0
Gen.G Global Academy,Sylas,1,0,0,26.10,LCK CL/2026 Season/Rounds 1-2_Week 9_10_2,0.0
Gen.G Global Academy,Syndra,1,0,0,26.10,LCK CL/2026 Season/Rounds 1-2_Week 8_8_1,0.0
Gen.G Global Academy,Trundle,1,0,0,26.09,LCK CL/2026 Season/Rounds 1-2_Week 6_6_3,0.0
Gen.G Global Academy,Twisted Fate,1,0,0,26.09,LCK CL/2026 Season/Rounds 1-2_Week 6_5_2,0.0
Gen.G Global Academy,Yorick,1,0,0,26.09,LCK CL/2026 Season/Rounds 1-2_Week 7_9_2,0.0
Gen.G Scholars,Akali,1,1,0,26.09,LCK Academy Series/2026 Season/1st Championship Playoffs_Round 2_1_3,1.0
Gen.G Scholars,Alistar,1,0,0,26.09,LCK Academy Series/2026 Season/1st Championship Playoffs_Round 2_1_4,0.0
Gen.G Scholars,Ambessa,1,1,0,26.09,LCK Academy Series/2026 Season/1st Championship Playoffs_Round 2_1_5,1.0
Gen.G Scholars,Ashe,1,0,0,26.09,LCK Academy Series/2026 Season/1st Championship Playoffs_Round 3_2_1,0.0
Gen.G Scholars,Bard,1,0,0,26.09,LCK Academy Series/2026 Season/1st Championship Playoffs_Round 3_1_3,0.0
Gen.G Scholars,Cassiopeia,1,0,0,26.09,LCK Academy Series/2026 Season/1st Championship Playoffs_Round 3_2_2,0.0
Gen.G Scholars,Corki,1,1,0,26.09,LCK Academy Series/2026 Season/1st Championship Playoffs_Round 2_1_3,1.0
Gen.G Scholars,Galio,1,1,0,26.09,LCK Academy Series/2026 Season/1st Championship Playoffs_Round 1_2_3,1.0
Gen.G Scholars,Gragas,1,0,0,26.09,LCK Academy Series/2026 Season/1st Championship Playoffs_Round 3_1_2,0.0
Gen.G Scholars,Jayce,1,1,0,26.09,LCK Academy Series/2026 Season/1st Championship Playoffs_Round 2_1_2,1.0
Gen.G Scholars,Leona,1,1,0,26.09,LCK Academy Series/2026 Season/1st Championship Playoffs_Round 1_2_4,1.0
Gen.G Scholars,Miss Fortune,1,0,0,26.09,LCK Academy Series/2026 Season/1st Championship Playoffs_Round 3_2_3,0.0
Gen.G Scholars,Nautilus,1,0,0,26.09,LCK Academy Series/2026 Season/1st Championship Playoffs_Round 3_2_3,0.0
Gen.G Scholars,Neeko,1,1,0,26.09,LCK Academy Series/2026 Season/1st Championship Playoffs_Round 2_1_2,1.0
Gen.G Scholars,Nocturne,1,1,0,26.09,LCK Academy Series/2026 Season/1st Championship Playoffs_Round 1_2_1,1.0
Gen.G Scholars,Pyke,1,0,0,26.09,LCK Academy Series/2026 Season/1st Championship Playoffs_Round 1_2_2,0.0
Gen.G Scholars,Rakan,1,1,0,26.09,LCK Academy Series/2026 Season/1st Championship Playoffs_Round 2_1_5,1.0
Gen.G Scholars,Rumble,1,0,0,26.09,LCK Academy Series/2026 Season/1st Championship Playoffs_Round 3_1_3,0.0
Gen.G Scholars,Seraphine,1,0,0,26.09,LCK Academy Series/2026 Season/1st Championship Playoffs_Round 3_2_1,0.0
Gen.G Scholars,Twisted Fate,1,1,0,26.09,LCK Academy Series/2026 Season/1st Championship Playoffs_Round 2_1_2,1.0
Gen.G Scholars,Varus,1,0,0,26.09,LCK Academy Series/2026 Season/1st Championship Playoffs_Round 3_1_2,0.0
Gen.G Scholars,Viktor,1,0,0,26.09,LCK Academy Series/2026 Season/1st Championship Playoffs_Round 1_2_2,0.0
Gen.G Scholars,Xayah,1,1,0,26.09,LCK Academy Series/2026 Season/1st Championship Playoffs_Round 2_1_5,1.0
Gen.G Scholars,Yorick,1,0,0,26.09,LCK Academy Series/2026 Season/1st Championship Playoffs_Round 3_2_3,0.0
GnG Amazigh,Aatrox,1,1,0,26.11,Arabian League/2026 Season/Summer Promotion_Round 2_2_4,1.0
GnG Amazigh,Akali,1,1,0,26.09,Arabian League/2026 Season/Spring Split_Last Stand_6_1,1.0
GnG Amazigh,Alistar,1,0,0,26.09,Arabian League/2026 Season/Spring Split_Last Stand_2_3,0.0
GnG Amazigh,Aurora,1,1,0,26.11,Arabian League/2026 Season/Summer Promotion_Round 1_3_4,1.0
GnG Amazigh,Blitzcrank,1,1,0,26.11,Arabian League/2026 Season/Summer Promotion_Round 1_3_4,1.0
GnG Amazigh,Caitlyn,1,1,0,26.09,Arabian League/2026 Season/Spring Split_Last Stand_6_3,1.0
GnG Amazigh,Corki,1,1,0,26.11,Arabian League/2026 Season/Summer Promotion_Round 2_2_2,1.0
GnG Amazigh,Dr. Mundo,1,0,0,26.11,Arabian League/2026 Season/Summer Promotion_Round 2_2_1,0.0
GnG Amazigh,Hwei,1,1,0,26.11,Arabian League/2026 Season/Summer Promotion_Round 1_3_2,1.0
GnG Amazigh,Illaoi,1,1,0,26.11,Arabian League/2026 Season/Summer Promotion_Round 1_3_3,1.0
GnG Amazigh,Kai'Sa,1,0,0,26.11,Arabian League/2026 Season/Summer Promotion_Round 1_3_1,0.0
GnG Amazigh,Karma,1,1,0,26.09,Arabian League/2026 Season/Spring Split_Last Stand_6_1,1.0
GnG Amazigh,Kha'Zix,1,1,0,26.11,Arabian League/2026 Season/Summer Promotion_Round 2_2_4,1.0
GnG Amazigh,Kled,1,1,0,26.11,Arabian League/2026 Season/Summer Promotion_Round 1_3_2,1.0
GnG Amazigh,Lucian,1,0,0,26.11,Arabian League/2026 Season/Summer Promotion_Round 1_2_2,0.0
GnG Amazigh,Lulu,1,1,0,26.11,Arabian League/2026 Season/Summer Promotion_Round 1_3_2,1.0
GnG Amazigh,Milio,1,0,0,26.11,Arabian League/2026 Season/Summer Promotion_Round 1_2_2,0.0
GnG Amazigh,Miss Fortune,1,1,0,26.11,Arabian League/2026 Season/Summer Promotion_Round 1_3_4,1.0
GnG Amazigh,Mordekaiser,1,1,0,26.11,Arabian League/2026 Season/Summer Promotion_Round 2_2_3,1.0
GnG Amazigh,Qiyana,1,1,0,26.09,Arabian League/2026 Season/Spring Split_Last Stand_6_3,1.0
GnG Amazigh,Renekton,1,1,0,26.09,Arabian League/2026 Season/Spring Split_Last Stand_6_3,1.0
GnG Amazigh,Sivir,1,0,0,26.09,Arabian League/2026 Season/Spring Split_Last Stand_6_2,0.0
GnG Amazigh,Viktor,1,1,0,26.09,Arabian League/2026 Season/Spring Split_Last Stand_2_1,1.0
GnG Amazigh,Xayah,1,0,0,26.09,Arabian League/2026 Season/Spring Split_Last Stand_2_2,0.0
GnG Amazigh,Zoe,1,1,0,26.09,Arabian League/2026 Season/Spring Split_Last Stand_6_3,1.0
Golden Lions,Ashe,1,0,0,26.10,Liga Regional Sur/2026 Season/Split 1 Playoffs_Round 3_1_1,0.0
Golden Lions,Caitlyn,1,1,0,26.10,Liga Regional Sur/2026 Season/Split 1 Playoffs_Round 3_1_2,1.0
Golden Lions,Hecarim,1,0,0,26.11,Liga Regional Sur/2026 Season/Split 1 Playoffs_Finals_1_3,0.0
Golden Lions,Jarvan IV,1,1,0,26.10,Liga Regional Sur/2026 Season/Split 1 Playoffs_Round 3_1_3,1.0
Golden Lions,Jayce,1,1,0,26.10,Liga Regional Sur/2026 Season/Split 1 Playoffs_Round 3_1_3,1.0
Golden Lions,K'Sante,1,0,0,26.11,Liga Regional Sur/2026 Season/Split 1 Playoffs_Finals_1_2,0.0
Golden Lions,Kai'Sa,1,1,0,26.10,Liga Regional Sur/2026 Season/Split 1 Playoffs_Round 3_1_3,1.0
Golden Lions,Kennen,1,0,0,26.10,Liga Regional Sur/2026 Season/Split 1 Playoffs_Round 3_1_1,0.0
Golden Lions,Leona,1,0,0,26.11,Liga Regional Sur/2026 Season/Split 1 Playoffs_Finals_1_1,0.0
Golden Lions,Nami,1,1,0,26.10,Liga Regional Sur/2026 Season/Split 1 Playoffs_Round 3_1_2,1.0
Golden Lions,Nasus,1,0,0,26.11,Liga Regional Sur/2026 Season/Split 1 Playoffs_Finals_1_2,0.0
Golden Lions,Nautilus,1,0,0,26.11,Liga Regional Sur/2026 Season/Split 1 Playoffs_Finals_1_2,0.0
Golden Lions,Olaf,1,0,0,26.10,Liga Regional Sur/2026 Season/Split 1 Playoffs_Round 3_1_1,0.0
Golden Lions,Rell,1,1,0,26.10,Liga Regional Sur/2026 Season/Split 1 Playoffs_Round 3_1_4,1.0
Golden Lions,Renekton,1,0,0,26.11,Liga Regional Sur/2026 Season/Split 1 Playoffs_Finals_1_3,0.0
Golden Lions,Rumble,1,1,0,26.10,Liga Regional Sur/2026 Season/Split 1 Playoffs_Round 3_1_2,1.0
Golden Lions,Ryze,1,1,0,26.10,Liga Regional Sur/2026 Season/Split 1 Playoffs_Round 3_1_2,1.0
Golden Lions,Seraphine,1,0,0,26.10,Liga Regional Sur/2026 Season/Split 1 Playoffs_Round 3_1_1,0.0
Golden Lions,Skarner,1,1,0,26.10,Liga Regional Sur/2026 Season/Split 1 Playoffs_Round 3_1_2,1.0
Golden Lions,Taliyah,1,1,0,26.10,Liga Regional Sur/2026 Season/Split 1 Playoffs_Round 3_1_3,1.0
Golden Lions,Varus,1,0,0,26.11,Liga Regional Sur/2026 Season/Split 1 Playoffs_Finals_1_1,0.0
Golden Lions,Xerath,1,0,0,26.11,Liga Regional Sur/2026 Season/Split 1 Playoffs_Finals_1_2,0.0
Golden Lions,Yasuo,1,0,0,26.11,Liga Regional Sur/2026 Season/Split 1 Playoffs_Finals_1_3,0.0
Ground Zero Academy,Ambessa,1,0,0,26.10,PCS/2026 Season/Spring Season_Playoffs Round 1_6_2,0.0
Ground Zero Academy,Aurora,1,0,0,26.10,PCS/2026 Season/Spring Season_Playoffs Round 1_6_2,0.0
Ground Zero Academy,Ezreal,1,0,0,26.10,PCS/2026 Season/Spring Season_Playoffs Round 1_6_1,0.0
Ground Zero Academy,Lee Sin,1,0,0,26.10,PCS/2026 Season/Spring Season_Playoffs Round 1_6_1,0.0
Ground Zero Academy,Miss Fortune,1,0,0,26.10,PCS/2026 Season/Spring Season_Playoffs Round 1_6_2,0.0
Ground Zero Academy,Nautilus,1,0,0,26.10,PCS/2026 Season/Spring Season_Playoffs Round 1_6_1,0.0
Ground Zero Academy,Orianna,1,0,0,26.10,PCS/2026 Season/Spring Season_Playoffs Round 1_6_1,0.0
Ground Zero Academy,Rell,1,0,0,26.10,PCS/2026 Season/Spring Season_Playoffs Round 1_6_2,0.0
Ground Zero Academy,Rumble,1,0,0,26.10,PCS/2026 Season/Spring Season_Playoffs Round 1_6_1,0.0
Ground Zero Academy,Vi,1,0,0,26.10,PCS/2026 Season/Spring Season_Playoffs Round 1_6_2,0.0
Ground Zero Gaming,Anivia,1,0,0,26.09,Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 1_6_1,0.0
Ground Zero Gaming,Annie,1,0,0,26.10,LCP/2026 Season/Split 2_Week 7_1_3,0.0
Ground Zero Gaming,Aurora,1,1,0,26.10,LCP/2026 Season/Split 2_Week 7_1_1,1.0
Ground Zero Gaming,Bard,1,0,0,26.09,Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 1_6_2,0.0
Ground Zero Gaming,Gwen,1,0,0,26.09,LCP/2026 Season/Split 2_Week 6_1_2,0.0
Ground Zero Gaming,Jarvan IV,1,0,0,26.09,LCP/2026 Season/Split 2_Week 6_1_1,0.0
Ground Zero Gaming,Jax,1,0,0,26.09,Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 1_6_1,0.0
Ground Zero Gaming,Jayce,1,0,0,26.09,LCP/2026 Season/Split 2_Week 6_1_2,0.0
Ground Zero Gaming,K'Sante,1,1,0,26.10,LCP/2026 Season/Split 2_Week 7_1_1,1.0
Ground Zero Gaming,LeBlanc,1,0,0,26.10,LCP/2026 Season/Split 2_Week 7_1_2,0.0
Ground Zero Gaming,Lee Sin,1,0,0,26.10,LCP/2026 Season/Split 2_Week 7_1_2,0.0
Ground Zero Gaming,Lucian,1,0,0,26.09,LCP/2026 Season/Split 2_Week 5_1_1,0.0
Ground Zero Gaming,Lulu,1,0,0,26.09,Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 1_3_2,0.0
Ground Zero Gaming,Mel,1,0,0,26.09,Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 1_6_1,0.0
Ground Zero Gaming,Milio,1,0,0,26.09,LCP/2026 Season/Split 2_Week 5_1_1,0.0
Ground Zero Gaming,Naafiri,1,1,0,26.09,Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 1_3_1,1.0
Ground Zero Gaming,Neeko,1,0,0,26.09,Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 1_3_3,0.0
Ground Zero Gaming,Nocturne,1,0,0,26.09,Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 1_3_3,0.0
Ground Zero Gaming,Orianna,1,0,0,26.09,LCP/2026 Season/Split 2_Week 5_1_2,0.0
Ground Zero Gaming,Rakan,1,0,0,26.10,LCP/2026 Season/Split 2_Week 7_1_3,0.0
Ground Zero Gaming,Rell,1,0,0,26.09,LCP/2026 Season/Split 2_Week 6_1_1,0.0
Ground Zero Gaming,Riven,1,0,0,26.10,LCP/2026 Season/Split 2_Week 7_1_3,0.0
Ground Zero Gaming,Shen,1,0,0,26.09,LCP/2026 Season/Split 2_Week 6_1_2,0.0
Ground Zero Gaming,Sion,1,0,0,26.09,LCP/2026 Season/Split 2_Week 5_1_2,0.0
Ground Zero Gaming,Twisted Fate,1,0,0,26.09,Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 1_3_3,0.0
Ground Zero Gaming,Vayne,1,0,0,26.09,Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 1_3_3,0.0
Ground Zero Gaming,Vi,1,0,0,26.09,LCP/2026 Season/Split 2_Week 5_1_2,0.0
Ground Zero Gaming,Viktor,1,0,0,26.09,Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 1_3_2,0.0
Ground Zero Gaming,Wukong,1,0,0,26.10,LCP/2026 Season/Split 2_Week 7_1_3,0.0
Ground Zero Gaming,Yorick,1,1,0,26.09,Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 1_3_1,1.0
Ground Zero Gaming,Yunara,1,0,0,26.09,Esports World Cup 2026/Online Qualifiers/Asia-Pacific_Round 1_3_2,0.0
Ground Zero Gaming,Zeri,1,0,0,26.10,LCP/2026 Season/Split 2_Week 7_1_3,0.0
Ground Zero Gaming,Ziggs,1,0,0,26.09,LCP/2026 Season/Split 2_Week 6_1_2,0.0
HANJIN BRION,Ashe,1,1,0,26.10,Esports World Cup 2026/Online Qualifiers/Korea_Round 1_5_1,1.0
HANJIN BRION,Gwen,1,0,0,26.09,Esports World Cup 2026/Online Qualifiers/Korea_Round 1_2_1,0.0
HANJIN BRION,Lux,1,1,0,26.10,LCK/2026 Season/Rounds 1-2_Week 8_4_2,1.0
HANJIN BRION,Mel,1,0,0,26.09,Esports World Cup 2026/Online Qualifiers/Korea_Round 1_2_2,0.0
HANJIN BRION,Poppy,1,0,0,26.09,LCK/2026 Season/Rounds 1-2_Week 7_10_3,0.0
HANJIN BRION,Rakan,1,0,0,26.11,LCK/2026 Season/Road to MSI_Round 1_1_1,0.0
HANJIN BRION,Seraphine,1,1,0,26.10,Esports World Cup 2026/Online Qualifiers/Korea_Round 1_5_1,1.0
HANJIN BRION,Tahm Kench,1,0,0,26.10,LCK/2026 Season/Rounds 1-2_Week 9_6_2,0.0
HANJIN BRION,Trundle,1,1,0,26.09,LCK/2026 Season/Rounds 1-2_Week 6_4_2,1.0
HANJIN BRION,Vi,1,1,0,26.10,LCK/2026 Season/Rounds 1-2_Week 8_4_2,1.0
HANJIN BRION,Viktor,1,0,0,26.09,LCK/2026 Season/Rounds 1-2_Week 7_10_3,0.0
HANJIN BRION,Xayah,1,0,0,26.11,LCK/2026 Season/Road to MSI_Round 1_1_1,0.0
HANJIN BRION,Yorick,1,0,0,26.10,LCK/2026 Season/Rounds 1-2_Week 9_6_1,0.0
HANJIN BRION Challengers,Aatrox,1,1,0,26.09,LCK CL/2026 Season/Rounds 1-2_Week 7_6_2,1.0
